年度,公司代號,公司名稱,員工人數,薪資中位數_仟元,平均薪資_仟元
113,4974,亞泰,42.0,1684.0,1762.0
114,4974,亞泰,41.0,1576.0,1649.0
107,4976,佳凌,922.0,,476.0
108,4976,佳凌,818.0,459.0,500.0
109,4976,佳凌,707.0,501.0,541.0
110,4976,佳凌,806.0,522.0,549.0
111,4976,佳凌,762.0,523.0,550.0
112,4976,佳凌,679.0,545.0,557.0
113,4976,佳凌,579.0,527.0,574.0
114,4976,佳凌,545.0,514.0,588.0
110,4987,科誠,197.0,520.0,623.0
111,4987,科誠,198.0,542.0,669.0
112,4987,科誠,193.0,436.0,545.0
113,4987,科誠,182.0,496.0,603.0
107,4989,榮科,208.0,,1001.0
108,4989,榮科,218.0,848.0,931.0
109,4989,榮科,217.0,908.0,956.0
110,4989,榮科,215.0,1071.0,1119.0
111,4989,榮科,211.0,953.0,985.0
112,4989,榮科,199.0,922.0,948.0
113,4989,榮科,184.0,1035.0,1080.0
114,4989,榮科,188.0,1086.0,1125.0
107,4995,晶達,166.0,,695.0
108,4995,晶達,166.0,657.0,753.0
110,4995,晶達,165.0,608.0,703.0
111,4995,晶達,164.0,652.0,753.0
112,4995,晶達,165.0,673.0,764.0
113,4995,晶達,171.0,757.0,834.0
114,4995,晶達,167.0,714.0,791.0
107,4999,鑫禾,246.0,,825.0
108,4999,鑫禾,266.0,557.0,728.0
109,4999,鑫禾,289.0,554.0,773.0
110,4999,鑫禾,325.0,530.0,684.0
111,4999,鑫禾,309.0,532.0,694.0
112,4999,鑫禾,295.0,505.0,616.0
113,4999,鑫禾,268.0,601.0,689.0
114,4999,鑫禾,257.0,610.0,695.0
107,5220,萬達光電,390.0,,471.0
108,5220,萬達光電,368.0,420.0,483.0
110,5220,萬達光電,292.0,480.0,556.0
111,5220,萬達光電,301.0,451.0,537.0
112,5220,萬達光電,302.0,438.0,515.0
113,5220,萬達光電,292.0,447.0,505.0
114,5220,萬達光電,266.0,474.0,544.0
110,5222,全訊,207.0,691.0,765.0
111,5222,全訊,221.0,700.0,782.0
112,5222,全訊,249.0,701.0,797.0
113,5222,全訊,266.0,686.0,770.0
114,5222,全訊,261.0,709.0,789.0
111,5228,鈺鎧,287.0,499.0,631.0
112,5228,鈺鎧,277.0,461.0,538.0
113,5228,鈺鎧,254.0,458.0,524.0
114,5228,鈺鎧,237.0,485.0,604.0
107,5230,雷笛克光學,91.0,,877.0
108,5230,雷笛克光學,90.0,591.0,819.0
110,5230,雷笛克光學,81.0,571.0,725.0
111,5230,雷笛克光學,70.0,679.0,853.0
112,5230,雷笛克光學,69.0,695.0,831.0
113,5230,雷笛克光學,74.0,697.0,862.0
114,5230,雷笛克光學,68.0,764.0,859.0
107,5234,達興材料,321.0,,1520.0
108,5234,達興材料,331.0,1200.0,1468.0
109,5234,達興材料,342.0,1185.0,1417.0
110,5234,達興材料,347.0,1097.0,1466.0
111,5234,達興材料,359.0,1102.0,1408.0
112,5234,達興材料,384.0,1144.0,1507.0
113,5234,達興材料,408.0,1200.0,1552.0
114,5234,達興材料,410.0,1325.0,1762.0
110,5236,凌陽創新,121.0,2084.0,2463.0
111,5236,凌陽創新,125.0,1974.0,2336.0
112,5236,凌陽創新,125.0,2011.0,2336.0
113,5236,凌陽創新,126.0,1991.0,2361.0
114,5236,凌陽創新,133.0,2029.0,2351.0
110,5244,弘凱,19.0,934.0,1189.0
111,5244,弘凱,20.0,956.0,1218.0
112,5244,弘凱,24.0,1073.0,1296.0
113,5244,弘凱,26.0,1114.0,1344.0
114,5244,弘凱,28.0,1051.0,1302.0
107,5245,智晶,413.0,,599.0
108,5245,智晶,375.0,431.0,543.0
110,5245,智晶,261.0,580.0,673.0
111,5245,智晶,272.0,564.0,704.0
112,5245,智晶,267.0,547.0,633.0
113,5245,智晶,262.0,582.0,649.0
114,5245,智晶,230.0,605.0,673.0
107,5251,天鉞電,31.0,,744.0
108,5251,天鉞電,28.0,655.0,754.0
110,5251,天鉞電,16.0,782.0,888.0
111,5251,天鉞電,14.0,750.0,797.0
112,5251,天鉞電,10.0,699.0,788.0
113,5251,天鉞電,14.0,699.0,735.0
114,5251,天鉞電,15.0,628.0,729.0
107,5258,虹堡,194.0,,656.0
108,5258,虹堡,240.0,549.0,648.0
109,5258,虹堡,304.0,538.0,639.0
110,5258,虹堡,293.0,586.0,707.0
111,5258,虹堡,348.0,645.0,813.0
112,5258,虹堡,433.0,562.0,766.0
113,5258,虹堡,493.0,601.0,765.0
114,5258,虹堡,480.0,601.0,762.0
107,5269,祥碩,208.0,,1839.0
108,5269,祥碩,216.0,1433.0,1780.0
109,5269,祥碩,229.0,2076.0,2636.0
110,5269,祥碩,234.0,1984.0,2475.0
111,5269,祥碩,251.0,1882.0,2361.0
112,5269,祥碩,267.0,2054.0,2621.0
113,5269,祥碩,288.0,2486.0,3084.0
114,5269,祥碩,306.0,3374.0,4281.0
107,5272,笙科,127.0,,1120.0
108,5272,笙科,91.0,959.0,1096.0
109,5272,笙科,93.0,983.0,1093.0
110,5272,笙科,91.0,1047.0,1164.0
111,5272,笙科,81.0,1373.0,1510.0
112,5272,笙科,83.0,1184.0,1341.0
113,5272,笙科,83.0,1150.0,1283.0
114,5272,笙科,80.0,1194.0,1329.0
107,5274,信驊,61.0,,2149.0
108,5274,信驊,69.0,1262.0,2338.0
109,5274,信驊,78.0,1980.0,2361.0
110,5274,信驊,83.0,2454.0,2831.0
111,5274,信驊,90.0,4220.0,4588.0
112,5274,信驊,107.0,2923.0,3248.0
113,5274,信驊,117.0,4004.0,4715.0
114,5274,信驊,129.0,4537.0,5617.0
107,5285,界霖,281.0,,491.0
108,5285,界霖,290.0,482.0,515.0
109,5285,界霖,291.0,475.0,508.0
110,5285,界霖,286.0,538.0,568.0
111,5285,界霖,300.0,508.0,557.0
112,5285,界霖,299.0,490.0,535.0
113,5285,界霖,273.0,507.0,551.0
114,5285,界霖,253.0,492.0,543.0
107,5289,宜鼎,479.0,,797.0
108,5289,宜鼎,536.0,636.0,828.0
109,5289,宜鼎,547.0,651.0,862.0
110,5289,宜鼎,575.0,701.0,907.0
111,5289,宜鼎,649.0,765.0,1046.0
112,5289,宜鼎,690.0,795.0,1082.0
113,5289,宜鼎,780.0,793.0,1018.0
114,5289,宜鼎,810.0,884.0,1110.0
107,5291,邑昇,253.0,,509.0
108,5291,邑昇,278.0,458.0,512.0
109,5291,邑昇,288.0,476.0,540.0
110,5291,邑昇,295.0,545.0,630.0
111,5291,邑昇,281.0,549.0,648.0
112,5291,邑昇,290.0,442.0,516.0
113,5291,邑昇,284.0,504.0,561.0
114,5291,邑昇,273.0,552.0,605.0
107,5299,杰力,62.0,,1858.0
108,5299,杰力,64.0,1513.0,1630.0
109,5299,杰力,67.0,1301.0,1476.0
110,5299,杰力,74.0,3142.0,3615.0
111,5299,杰力,76.0,2690.0,3145.0
112,5299,杰力,79.0,1015.0,1226.0
113,5299,杰力,80.0,1368.0,1546.0
114,5299,杰力,78.0,1483.0,1621.0
107,5302,太欣,43.0,,965.0
108,5302,太欣,40.0,932.0,947.0
109,5302,太欣,35.0,981.0,968.0
110,5302,太欣,32.0,964.0,963.0
111,5302,太欣,33.0,957.0,1096.0
112,5302,太欣,29.0,915.0,924.0
113,5302,太欣,28.0,931.0,924.0
114,5302,太欣,20.0,926.0,925.0
107,5309,系統電,243.0,,593.0
108,5309,系統電,247.0,484.0,616.0
109,5309,系統電,267.0,526.0,681.0
110,5309,系統電,292.0,547.0,737.0
111,5309,系統電,309.0,612.0,831.0
112,5309,系統電,327.0,688.0,900.0
113,5309,系統電,332.0,731.0,930.0
114,5309,系統電,344.0,755.0,966.0
110,5314,世紀,10.0,566.0,577.0
111,5314,世紀,10.0,573.0,557.0
112,5314,世紀,3.0,596.0,527.0
107,5315,光聯,564.0,,478.0
108,5315,光聯,581.0,384.0,459.0
110,5315,光聯,513.0,443.0,503.0
111,5315,光聯,489.0,435.0,516.0
112,5315,光聯,458.0,402.0,482.0
113,5315,光聯,404.0,441.0,525.0
114,5315,光聯,424.0,458.0,541.0
107,5328,華容,25.0,,598.0
108,5328,華容,22.0,579.0,622.0
109,5328,華容,23.0,510.0,599.0
110,5328,華容,24.0,632.0,677.0
111,5328,華容,24.0,724.0,785.0
112,5328,華容,26.0,805.0,837.0
113,5328,華容,26.0,853.0,873.0
114,5328,華容,30.0,772.0,839.0
107,5340,建榮,278.0,,525.0
108,5340,建榮,321.0,462.0,530.0
109,5340,建榮,330.0,500.0,554.0
110,5340,建榮,321.0,525.0,584.0
111,5340,建榮,311.0,522.0,592.0
112,5340,建榮,296.0,529.0,594.0
113,5340,建榮,294.0,628.0,702.0
114,5340,建榮,296.0,718.0,760.0
107,5344,立衛,175.0,,519.0
108,5344,立衛,167.0,493.0,508.0
109,5344,立衛,178.0,486.0,552.0
110,5344,立衛,190.0,526.0,597.0
111,5344,立衛,196.0,488.0,585.0
112,5344,立衛,187.0,479.0,574.0
113,5344,立衛,210.0,532.0,625.0
114,5344,立衛,211.0,561.0,655.0
107,5347,世界,5011.0,,1212.0
108,5347,世界,4959.0,917.0,1219.0
109,5347,世界,4851.0,995.0,1353.0
110,5347,世界,4915.0,1184.0,1778.0
111,5347,世界,5625.0,1179.0,1857.0
112,5347,世界,5595.0,1076.0,1485.0
113,5347,世界,5351.0,1195.0,1572.0
114,5347,世界,5402.0,1263.0,1645.0
107,5351,鈺創,332.0,,1044.0
108,5351,鈺創,277.0,976.0,1050.0
109,5351,鈺創,263.0,959.0,1056.0
110,5351,鈺創,247.0,1412.0,1706.0
111,5351,鈺創,271.0,1316.0,1498.0
112,5351,鈺創,273.0,900.0,1312.0
113,5351,鈺創,276.0,897.0,1298.0
114,5351,鈺創,289.0,936.0,1392.0
107,5355,佳總,337.0,,478.0
108,5355,佳總,360.0,468.0,498.0
109,5355,佳總,368.0,436.0,470.0
110,5355,佳總,348.0,475.0,499.0
111,5355,佳總,314.0,412.0,448.0
112,5355,佳總,332.0,438.0,468.0
113,5355,佳總,323.0,455.0,481.0
114,5355,佳總,275.0,449.0,488.0
107,5356,協益,371.0,,510.0
108,5356,協益,275.0,433.0,526.0
109,5356,協益,404.0,441.0,501.0
110,5356,協益,361.0,437.0,506.0
111,5356,協益,351.0,506.0,555.0
112,5356,協益,346.0,454.0,526.0
113,5356,協益,311.0,489.0,578.0
114,5356,協益,340.0,573.0,661.0
107,5371,中光電,1904.0,,1073.0
108,5371,中光電,1904.0,1006.0,1156.0
110,5371,中光電,1557.0,1131.0,1192.0
111,5371,中光電,1538.0,1137.0,1245.0
112,5371,中光電,1593.0,1125.0,1203.0
113,5371,中光電,1599.0,1146.0,1207.0
114,5371,中光電,1481.0,1193.0,1218.0
110,5381,合正,44.0,550.0,617.0
111,5381,合正,41.0,547.0,626.0
112,5381,合正,35.0,803.0,599.0
113,5381,合正,21.0,715.0,818.0
107,5386,青雲,28.0,,678.0
108,5386,青雲,28.0,611.0,692.0
109,5386,青雲,28.0,610.0,665.0
110,5386,青雲,27.0,699.0,815.0
111,5386,青雲,27.0,731.0,821.0
112,5386,青雲,29.0,711.0,818.0
113,5386,青雲,27.0,808.0,954.0
114,5386,青雲,28.0,959.0,980.0
107,5392,能率,15.0,,702.0
108,5392,能率,13.0,640.0,701.0
110,5392,能率,11.0,662.0,667.0
111,5392,能率,11.0,833.0,858.0
112,5392,能率,11.0,730.0,747.0
113,5392,能率,13.0,874.0,837.0
114,5392,能率,11.0,789.0,838.0
107,5425,台半,489.0,,681.0
108,5425,台半,501.0,531.0,687.0
109,5425,台半,462.0,521.0,677.0
110,5425,台半,502.0,541.0,682.0
111,5425,台半,562.0,585.0,751.0
112,5425,台半,616.0,638.0,821.0
113,5425,台半,618.0,628.0,794.0
114,5425,台半,618.0,629.0,758.0
107,5426,振發,245.0,,606.0
108,5426,振發,251.0,565.0,634.0
109,5426,振發,268.0,526.0,592.0
110,5426,振發,314.0,516.0,578.0
111,5426,振發,325.0,487.0,570.0
112,5426,振發,319.0,482.0,536.0
113,5426,振發,303.0,546.0,591.0
114,5426,振發,319.0,605.0,643.0
110,5432,新門,17.0,437.0,469.0
111,5432,新門,20.0,448.0,485.0
107,5438,東友,135.0,,1142.0
108,5438,東友,126.0,923.0,1145.0
109,5438,東友,115.0,885.0,1100.0
110,5438,東友,113.0,918.0,1045.0
111,5438,東友,115.0,935.0,1005.0
112,5438,東友,112.0,905.0,1015.0
113,5438,東友,91.0,1035.0,1054.0
114,5438,東友,86.0,936.0,1045.0
107,5439,高技,485.0,,668.0
108,5439,高技,491.0,577.0,659.0
109,5439,高技,523.0,602.0,697.0
110,5439,高技,543.0,663.0,770.0
111,5439,高技,594.0,599.0,704.0
112,5439,高技,648.0,701.0,798.0
113,5439,高技,737.0,642.0,705.0
114,5439,高技,765.0,808.0,1079.0
107,5443,均豪,395.0,,1108.0
108,5443,均豪,404.0,954.0,1053.0
109,5443,均豪,386.0,899.0,997.0
110,5443,均豪,391.0,957.0,1043.0
111,5443,均豪,409.0,1022.0,1155.0
112,5443,均豪,410.0,978.0,1051.0
113,5443,均豪,378.0,917.0,974.0
114,5443,均豪,328.0,1168.0,1236.0
107,5457,宣德,420.0,,490.0
108,5457,宣德,404.0,470.0,566.0
109,5457,宣德,330.0,559.0,630.0
110,5457,宣德,395.0,602.0,639.0
111,5457,宣德,498.0,486.0,593.0
112,5457,宣德,504.0,519.0,671.0
113,5457,宣德,474.0,588.0,774.0
114,5457,宣德,439.0,730.0,925.0
107,5460,同協,148.0,,717.0
108,5460,同協,145.0,610.0,727.0
109,5460,同協,128.0,594.0,713.0
110,5460,同協,102.0,579.0,672.0
111,5460,同協,86.0,540.0,637.0
112,5460,同協,76.0,622.0,693.0
113,5460,同協,68.0,591.0,699.0
114,5460,同協,67.0,588.0,680.0
107,5464,霖宏,414.0,,432.0
108,5464,霖宏,372.0,391.0,420.0
109,5464,霖宏,378.0,378.0,400.0
110,5464,霖宏,369.0,420.0,451.0
111,5464,霖宏,350.0,417.0,448.0
112,5464,霖宏,340.0,401.0,428.0
113,5464,霖宏,330.0,422.0,445.0
114,5464,霖宏,311.0,438.0,465.0
107,5465,富驊,20.0,,818.0
108,5465,富驊,21.0,854.0,917.0
109,5465,富驊,23.0,895.0,920.0
110,5465,富驊,23.0,987.0,1086.0
111,5465,富驊,25.0,985.0,1051.0
112,5465,富驊,26.0,938.0,975.0
113,5465,富驊,24.0,953.0,1022.0
114,5465,富驊,25.0,931.0,963.0
107,5468,凱鈺,31.0,,948.0
108,5468,凱鈺,21.0,864.0,1132.0
109,5468,凱鈺,12.0,947.0,851.0
110,5468,凱鈺,9.0,799.0,860.0
111,5468,凱鈺,15.0,759.0,744.0
112,5468,凱鈺,16.0,795.0,852.0
113,5468,凱鈺,17.0,811.0,954.0
114,5468,凱鈺,17.0,816.0,928.0
107,5469,瀚宇博,675.0,,622.0
108,5469,瀚宇博,637.0,593.0,662.0
109,5469,瀚宇博,664.0,606.0,729.0
110,5469,瀚宇博,628.0,730.0,828.0
111,5469,瀚宇博,649.0,724.0,844.0
112,5469,瀚宇博,704.0,730.0,861.0
113,5469,瀚宇博,766.0,786.0,922.0
114,5469,瀚宇博,872.0,810.0,947.0
107,5471,松翰,320.0,,1378.0
108,5471,松翰,306.0,1327.0,1397.0
109,5471,松翰,297.0,1640.0,1750.0
110,5471,松翰,293.0,1925.0,2127.0
111,5471,松翰,284.0,1598.0,1747.0
112,5471,松翰,304.0,1396.0,1483.0
113,5471,松翰,314.0,1469.0,1559.0
114,5471,松翰,309.0,1474.0,1536.0
107,5474,聰泰,105.0,,1067.0
108,5474,聰泰,108.0,910.0,1144.0
109,5474,聰泰,121.0,1036.0,1270.0
110,5474,聰泰,126.0,1079.0,1309.0
111,5474,聰泰,133.0,1048.0,1319.0
112,5474,聰泰,138.0,1097.0,1335.0
113,5474,聰泰,133.0,1183.0,1400.0
114,5474,聰泰,138.0,1176.0,1439.0
107,5475,德宏,171.0,,582.0
108,5475,德宏,104.0,448.0,509.0
109,5475,德宏,10.0,437.0,494.0
110,5475,德宏,11.0,444.0,445.0
111,5475,德宏,11.0,504.0,536.0
112,5475,德宏,12.0,477.0,495.0
113,5475,德宏,12.0,494.0,576.0
114,5475,德宏,18.0,493.0,659.0
107,5483,中美晶,1261.0,,662.0
108,5483,中美晶,796.0,768.0,786.0
109,5483,中美晶,747.0,1163.0,1128.0
110,5483,中美晶,609.0,1243.0,1302.0
111,5483,中美晶,660.0,1381.0,1432.0
112,5483,中美晶,617.0,1370.0,1452.0
113,5483,中美晶,573.0,996.0,1080.0
114,5483,中美晶,321.0,1022.0,1320.0
107,5484,慧友,120.0,,642.0
108,5484,慧友,122.0,539.0,654.0
109,5484,慧友,108.0,582.0,679.0
110,5484,慧友,109.0,584.0,670.0
111,5484,慧友,105.0,589.0,668.0
112,5484,慧友,102.0,582.0,653.0
113,5484,慧友,115.0,673.0,729.0
114,5484,慧友,119.0,685.0,750.0
107,5487,通泰,50.0,,939.0
108,5487,通泰,48.0,1004.0,1053.0
109,5487,通泰,45.0,1029.0,1078.0
110,5487,通泰,45.0,1077.0,1135.0
111,5487,通泰,45.0,988.0,977.0
112,5487,通泰,43.0,939.0,1002.0
113,5487,通泰,40.0,944.0,985.0
114,5487,通泰,40.0,995.0,1007.0
107,5488,松普,59.0,,613.0
108,5488,松普,68.0,530.0,541.0
109,5488,松普,62.0,481.0,535.0
110,5488,松普,66.0,550.0,567.0
111,5488,松普,64.0,579.0,603.0
112,5488,松普,64.0,551.0,559.0
113,5488,松普,61.0,548.0,556.0
114,5488,松普,62.0,529.0,550.0
107,5490,同亨,137.0,,1138.0
108,5490,同亨,113.0,1120.0,1201.0
109,5490,同亨,126.0,1047.0,1129.0
110,5490,同亨,140.0,905.0,985.0
111,5490,同亨,147.0,954.0,1030.0
112,5490,同亨,152.0,939.0,1007.0
113,5490,同亨,148.0,967.0,1023.0
114,5490,同亨,159.0,991.0,1039.0
107,5498,凱崴,131.0,,557.0
108,5498,凱崴,130.0,501.0,530.0
109,5498,凱崴,122.0,513.0,561.0
110,5498,凱崴,129.0,536.0,564.0
111,5498,凱崴,156.0,527.0,569.0
112,5498,凱崴,130.0,547.0,586.0
113,5498,凱崴,137.0,554.0,586.0
114,5498,凱崴,117.0,594.0,621.0
107,6103,合邦,9.0,,684.0
108,6103,合邦,9.0,668.0,692.0
109,6103,合邦,8.0,408.0,396.0
110,6103,合邦,7.0,467.0,441.0
111,6103,合邦,5.0,427.0,476.0
112,6103,合邦,5.0,507.0,584.0
113,6103,合邦,4.0,589.0,567.0
114,6103,合邦,4.0,668.0,639.0
107,6104,創惟,244.0,,1609.0
108,6104,創惟,260.0,1363.0,1581.0
109,6104,創惟,270.0,1520.0,1741.0
110,6104,創惟,283.0,1696.0,1916.0
111,6104,創惟,282.0,1766.0,2041.0
112,6104,創惟,271.0,1591.0,1795.0
113,6104,創惟,274.0,1829.0,2105.0
114,6104,創惟,258.0,2125.0,2406.0
107,6108,競國,642.0,,506.0
108,6108,競國,630.0,471.0,518.0
109,6108,競國,621.0,537.0,553.0
110,6108,競國,630.0,546.0,580.0
111,6108,競國,572.0,411.0,472.0
112,6108,競國,401.0,463.0,498.0
113,6108,競國,370.0,499.0,549.0
114,6108,競國,37.0,741.0,735.0
107,6114,久威,52.0,,919.0
108,6114,久威,46.0,573.0,710.0
109,6114,久威,42.0,621.0,747.0
110,6114,久威,45.0,657.0,760.0
111,6114,久威,36.0,705.0,803.0
112,6114,久威,33.0,624.0,759.0
113,6114,久威,29.0,684.0,747.0
114,6114,久威,26.0,617.0,766.0
107,6115,鎰勝,106.0,,824.0
108,6115,鎰勝,105.0,699.0,897.0
109,6115,鎰勝,113.0,649.0,800.0
110,6115,鎰勝,115.0,684.0,844.0
111,6115,鎰勝,113.0,707.0,880.0
112,6115,鎰勝,108.0,551.0,699.0
113,6115,鎰勝,111.0,690.0,868.0
114,6115,鎰勝,113.0,648.0,759.0
107,6116,彩晶,2792.0,,729.0
108,6116,彩晶,2529.0,609.0,732.0
109,6116,彩晶,2632.0,804.0,941.0
110,6116,彩晶,2616.0,1014.0,1157.0
111,6116,彩晶,2668.0,726.0,828.0
112,6116,彩晶,2607.0,724.0,832.0
113,6116,彩晶,2312.0,762.0,874.0
114,6116,彩晶,2065.0,733.0,878.0
107,6117,迎廣,609.0,,542.0
108,6117,迎廣,591.0,454.0,567.0
109,6117,迎廣,603.0,484.0,596.0
110,6117,迎廣,622.0,522.0,633.0
111,6117,迎廣,647.0,528.0,646.0
112,6117,迎廣,657.0,542.0,669.0
113,6117,迎廣,745.0,569.0,702.0
114,6117,迎廣,796.0,646.0,763.0
107,6120,達運,931.0,,1001.0
108,6120,達運,1009.0,629.0,748.0
109,6120,達運,1029.0,619.0,807.0
110,6120,達運,848.0,711.0,890.0
111,6120,達運,630.0,754.0,863.0
112,6120,達運,576.0,979.0,1082.0
113,6120,達運,516.0,957.0,1100.0
114,6120,達運,393.0,1051.0,1057.0
107,6121,新普,339.0,,1165.0
108,6121,新普,379.0,990.0,1202.0
109,6121,新普,399.0,1101.0,1243.0
110,6121,新普,388.0,1168.0,1334.0
111,6121,新普,403.0,1172.0,1382.0
112,6121,新普,362.0,1246.0,1410.0
113,6121,新普,355.0,1183.0,1345.0
114,6121,新普,365.0,1134.0,1359.0
107,6124,業強,28.0,,787.0
108,6124,業強,25.0,974.0,1176.0
109,6124,業強,26.0,1225.0,1395.0
110,6124,業強,22.0,609.0,718.0
111,6124,業強,19.0,598.0,666.0
112,6124,業強,15.0,598.0,680.0
113,6124,業強,19.0,592.0,695.0
114,6124,業強,19.0,604.0,650.0
110,6125,廣運,308.0,759.0,856.0
111,6125,廣運,332.0,835.0,981.0
112,6125,廣運,387.0,829.0,1002.0
113,6125,廣運,431.0,786.0,925.0
107,6126,信音,16.0,,697.0
108,6126,信音,15.0,761.0,718.0
109,6126,信音,18.0,750.0,841.0
110,6126,信音,21.0,760.0,787.0
111,6126,信音,21.0,792.0,809.0
112,6126,信音,21.0,733.0,784.0
113,6126,信音,20.0,738.0,808.0
114,6126,信音,14.0,729.0,822.0
107,6127,九豪,263.0,,478.0
108,6127,九豪,217.0,419.0,469.0
109,6127,九豪,203.0,484.0,507.0
110,6127,九豪,201.0,520.0,567.0
111,6127,九豪,223.0,489.0,528.0
112,6127,九豪,216.0,494.0,517.0
113,6127,九豪,190.0,570.0,585.0
114,6127,九豪,171.0,594.0,653.0
107,6128,上福,460.0,,494.0
108,6128,上福,423.0,404.0,570.0
109,6128,上福,426.0,440.0,509.0
110,6128,上福,424.0,494.0,564.0
111,6128,上福,427.0,500.0,583.0
112,6128,上福,438.0,463.0,563.0
113,6128,上福,431.0,549.0,626.0
114,6128,上福,455.0,457.0,520.0
107,6129,普誠,199.0,,857.0
108,6129,普誠,193.0,772.0,889.0
109,6129,普誠,176.0,770.0,890.0
110,6129,普誠,173.0,838.0,932.0
111,6129,普誠,171.0,981.0,1097.0
112,6129,普誠,169.0,947.0,1045.0
113,6129,普誠,189.0,895.0,992.0
114,6129,普誠,191.0,908.0,1011.0
107,6133,金橋,41.0,,642.0
108,6133,金橋,38.0,609.0,691.0
109,6133,金橋,39.0,540.0,633.0
110,6133,金橋,37.0,577.0,680.0
111,6133,金橋,36.0,684.0,780.0
112,6133,金橋,33.0,556.0,670.0
113,6133,金橋,31.0,652.0,768.0
114,6133,金橋,27.0,674.0,784.0
107,6134,萬旭,106.0,,656.0
108,6134,萬旭,106.0,557.0,636.0
109,6134,萬旭,111.0,571.0,651.0
110,6134,萬旭,130.0,616.0,666.0
111,6134,萬旭,124.0,654.0,748.0
112,6134,萬旭,122.0,605.0,660.0
113,6134,萬旭,109.0,661.0,706.0
114,6134,萬旭,101.0,658.0,721.0
107,6138,茂達,267.0,,1227.0
108,6138,茂達,270.0,1071.0,1218.0
109,6138,茂達,271.0,1178.0,1362.0
110,6138,茂達,268.0,1515.0,1813.0
111,6138,茂達,278.0,1434.0,1679.0
112,6138,茂達,276.0,1270.0,1451.0
113,6138,茂達,284.0,1443.0,1623.0
114,6138,茂達,284.0,1649.0,1880.0
107,6141,柏承,398.0,,518.0
108,6141,柏承,400.0,454.0,524.0
109,6141,柏承,413.0,464.0,525.0
110,6141,柏承,407.0,512.0,588.0
111,6141,柏承,392.0,489.0,563.0
112,6141,柏承,381.0,478.0,558.0
113,6141,柏承,387.0,485.0,556.0
114,6141,柏承,354.0,478.0,536.0
107,6147,頎邦,5261.0,,728.0
108,6147,頎邦,5739.0,688.0,796.0
109,6147,頎邦,5551.0,717.0,817.0
110,6147,頎邦,5571.0,826.0,964.0
111,6147,頎邦,5474.0,827.0,982.0
112,6147,頎邦,5272.0,781.0,912.0
113,6147,頎邦,5031.0,870.0,1001.0
114,6147,頎邦,5005.0,918.0,1025.0
107,6150,撼訊,93.0,,851.0
108,6150,撼訊,115.0,798.0,926.0
109,6150,撼訊,111.0,700.0,755.0
110,6150,撼訊,113.0,1561.0,1707.0
111,6150,撼訊,147.0,680.0,782.0
112,6150,撼訊,153.0,606.0,708.0
113,6150,撼訊,153.0,602.0,699.0
114,6150,撼訊,152.0,625.0,736.0
107,6153,嘉聯益,1914.0,,622.0
108,6153,嘉聯益,1956.0,449.0,546.0
109,6153,嘉聯益,1802.0,479.0,573.0
110,6153,嘉聯益,1854.0,543.0,614.0
111,6153,嘉聯益,1447.0,610.0,696.0
112,6153,嘉聯益,1198.0,558.0,652.0
113,6153,嘉聯益,1481.0,562.0,627.0
114,6153,嘉聯益,998.0,566.0,645.0
107,6155,鈞寶,244.0,,508.0
108,6155,鈞寶,228.0,420.0,477.0
109,6155,鈞寶,221.0,437.0,482.0
110,6155,鈞寶,234.0,455.0,512.0
111,6155,鈞寶,223.0,469.0,533.0
112,6155,鈞寶,206.0,450.0,494.0
113,6155,鈞寶,192.0,498.0,553.0
114,6155,鈞寶,192.0,538.0,608.0
107,6156,松上,13.0,,1142.0
108,6156,松上,13.0,1040.0,1081.0
109,6156,松上,13.0,1020.0,1242.0
110,6156,松上,22.0,1207.0,1050.0
111,6156,松上,18.0,848.0,973.0
112,6156,松上,15.0,779.0,991.0
113,6156,松上,17.0,949.0,997.0
114,6156,松上,21.0,895.0,961.0
107,6158,禾昌,106.0,,1161.0
108,6158,禾昌,125.0,710.0,828.0
109,6158,禾昌,130.0,857.0,1010.0
110,6158,禾昌,135.0,876.0,1028.0
111,6158,禾昌,116.0,804.0,926.0
112,6158,禾昌,120.0,851.0,968.0
113,6158,禾昌,115.0,881.0,1020.0
114,6158,禾昌,119.0,820.0,930.0
107,6160,欣技,235.0,,869.0
108,6160,欣技,241.0,735.0,792.0
109,6160,欣技,207.0,640.0,686.0
110,6160,欣技,197.0,727.0,837.0
111,6160,欣技,185.0,736.0,822.0
112,6160,欣技,216.0,642.0,738.0
113,6160,欣技,218.0,658.0,769.0
114,6160,欣技,215.0,681.0,789.0
107,6161,捷波,56.0,,856.0
108,6161,捷波,54.0,660.0,877.0
109,6161,捷波,53.0,673.0,830.0
110,6161,捷波,55.0,711.0,881.0
111,6161,捷波,55.0,765.0,975.0
112,6161,捷波,66.0,747.0,975.0
113,6161,捷波,61.0,716.0,973.0
114,6161,捷波,62.0,737.0,969.0
107,6164,華興,57.0,,660.0
108,6164,華興,55.0,565.0,600.0
109,6164,華興,41.0,585.0,639.0
110,6164,華興,39.0,584.0,653.0
111,6164,華興,45.0,578.0,630.0
112,6164,華興,40.0,691.0,682.0
113,6164,華興,33.0,709.0,723.0
114,6164,華興,34.0,672.0,712.0
107,6166,凌華,1014.0,,960.0
108,6166,凌華,855.0,880.0,973.0
109,6166,凌華,976.0,936.0,1020.0
110,6166,凌華,968.0,981.0,1087.0
